,微博地址:,发布时间:,微博标题:,点赞数:,评论数,转发数,评论
10,https://m.weibo.cn/status/J6LobFtLc?mblogid=J6LobFtLc&luicode=10000011&lfid=1076032803301701,Mon Jun 15 16:45:00 +0800 2020,【急转扩散！北京疾控再次呼吁：#近期去过新发地市场者如实报告#】通过流行病学调查发现，北京当前确诊病例均与新发地市场有关。再次提示市民朋友，如近期曾去过新发地市场，如实向单位和社区报告，按照社区的安排进行核酸筛查，做好个人防护和健康监测。如已出现症状，应及时就近诊疗。前往医疗机构时，严格按照要求佩戴口罩，避免乘坐交通工具。,3561,558,856,"['主动点，跪谢', '严查严控，北京加油', '赶紧查一下交易记录、基站的信息什么的不行吗，都这时候了还想着靠人们自己主动去报备', '及时上报，及时检查', '还好不是夜店，不然家庭矛盾就来了']"
11,https://m.weibo.cn/status/J6LmubAxC?mblogid=J6LmubAxC&luicode=10000011&lfid=1076032803301701,Mon Jun 15 16:40:48 +0800 2020,【#北京已排查去过新发地人员近20万#，核酸检测正在进行】北京新冠肺炎疫情防控工作领导小组社区防控组办公室成员、北京市委组织部部务委员徐颖：按照科学精准有效抓好防控的有关要求，北京全市社区防控工作迅速进入战时状态，7120个社区（村）、近10万名社区（村）工作者立即投入到抗击疫情的战场。#北京各社区村全面开展敲门行动#，通过张贴公告、上门询问、电话微信联系等多种方式，排查5月30日以来曾去过新发地农产品批发市场的人员近20万，正在以社区为单位就近安排核酸检测，并进行居家观察。（王昊男）人民日报的微博视频,14740,1730,1994,"['北京加油！', '这就是中国速度', '20万！天呐 工作人员辛苦了 一定都要平安！', '真的挺感动的，总有些声音在讽刺在挖苦，但是哪里会有完全的正义和公正，正恶相对，正因为有正义我们才不怕邪恶。我永远为自己生在中华而感到骄傲，为中国速度感到自豪', '北京稳住']"
12,https://m.weibo.cn/status/J6L2wF0Ej?mblogid=J6L2wF0Ej&luicode=10000011&lfid=1076032803301701,Mon Jun 15 15:51:38 +0800 2020,【正在直播！#北京疫情防控情况发布会#】6月14日，#北京新增本土病例36例#。6月15日16时许，北京召开疫情防控第118场例行新闻发布会，有关单位将介绍情况，并回答记者提问。@人民日报 联合北京日报带你直击现场，转发关注！ 人民日报的微博视频 .,37008,4546,1320,"['最近大家关注的焦点全都聚集到了北京疫情，我们有经验，有资源，有信心，所以行动起来速度快，效率高。但是有人似乎不想看到这一幕，他们更希望看到疫情不受控，最好能折腾出来个全国范围的第二波；更希望看见有人不配合防疫，想证明“我欧美爸爸虽差，你中国也好不到哪里去”的情况，绝对不可能发生。', '求求出台政策，机票免额退吧学生真的很难', '我就想知道 能不能居家办公', '我也想问北京低风险可以出京吗', '能不能复工百分比降低一些啊？上下班出行真的有风险']"
13,https://m.weibo.cn/status/J6KSC2L4W?mblogid=J6KSC2L4W&luicode=10000011&lfid=1076032803301701,Mon Jun 15 15:27:12 +0800 2020,【不能放松！#吴尊友提醒坚持戴口罩勤洗手#】15日，#吴尊友谈常态化疫情防控重点#：对普通人来说，要坚持个人的防护措施，不管疫情很快控制还是控制以后的一段时间都要坚持，因为全球疫情形势还是非常严峻，新冠肺炎将和人类共存一段时间，所以我们防控新冠肺炎防护措施一定得坚持。@吴尊友-NCAIDS 人民日报的微博视频,11522,1796,3061,"['吴尊友情提示', '以为是吴尊', '我想说大家可以了，不要每一条下边都以为是吴尊了，一遍两遍感觉有点意思，次数多了不烦吗？', '看错还发出来的是睿智吗', '对不起，我以为吴尊朋友']"
14,https://m.weibo.cn/status/J6KIromvg?mblogid=J6KIromvg&luicode=10000011&lfid=1076032803301701,Mon Jun 15 15:02:09 +0800 2020,【转发提醒！#吴尊友提醒切生肉做熟食案板要分开#】15日，中国疾控中心流行病学首席专家吴尊友接受人民日报专访时表示，食物一定要处理好，特别是生熟食物，它的器皿的存放一定不能混合，再一个尽可能的吃煮熟的食物，切生肉做熟食的案板要分开。 人民日报的微博视频,5448,474,891,"['第一眼看成了吴尊 友情提示', '看成吴尊的举手', '评论里能不能不要一直说看成吴尊什么什么的，都已经发了这么多条微博了你再看错请把眼睛捐献出来！请尊重一下别人行吗！', '家里切生肉和熟肉的一直都是两个菜板', '我家从来没分开过，啥都是一个砧板。用的时候洗一下就行']"
15,https://m.weibo.cn/status/J6KEPchGP?mblogid=J6KEPchGP&luicode=10000011&lfid=1076032803301701,Mon Jun 15 14:53:13 +0800 2020,【#吴尊友称无直接证据显示三文鱼是传播源头#】中国疾控中心流行病学首席专家吴尊友表示，三文鱼案板查出病毒阳性不能说明太多问题，病毒有可能来自于污染，比如其它物品的污染，包括工作人员或感染的人在案板前讲话、交易时飞沫的喷出，都有可能造成案板污染，因此不能说三文鱼就是传播源头，这方面没有直接证据。 人民日报的微博视频,2238,431,302,"['看成了吴尊', '源头不源头的等等再说，反正基因测序出来是来自欧洲的，这个没错吧', '生吃野生鱼类比吃野生动物更野蛮，只禁野生动物不禁三文鱼是赤裸裸的双标！', '不能说三文鱼就是传播源头，这方面没有直接证据。', '但是病毒是欧洲毒株类型，最近一直在严格限制出入境，中国人站在案板前说话怎么会产生的是欧洲的毒株？不应该是亚洲的么？']"
16,https://m.weibo.cn/status/J6KwfhoWl?mblogid=J6KwfhoWl&luicode=10000011&lfid=1076032803301701,Mon Jun 15 14:32:06 +0800 2020,【直播！#吴尊友解读北京疫情#：#疫情爆发点为何是新发地#】截至6月14日13时，北京市已累计报告62例确诊病例，发现均有北京新发地批发市场活动史或有关人员接触史。@人民日报 专访中国疾控中心流行病学首席专家吴尊友，为你解读疫情爆发点为何是新发地。戳直播↓↓转发关注！ 人民日报的微博视频 .,6527,529,723,"['吴尊友发言多少次了？还看错，眼睛不要可以捐了', '一个个都别刷吴尊了好吗？一个娱乐明星不配合科学家相提并论！', '那些看成吴尊的 可以不要发了！！！要不都去看看眼科！！！！', '还以为是吴尊', '新发地≠最新爆发疫情的地方，吴尊友≠吴尊的朋友']"
17,https://m.weibo.cn/status/J6JVYglpj?mblogid=J6JVYglpj&luicode=10000011&lfid=1076032803301701,Mon Jun 15 13:02:43 +0800 2020,【#河北保定进入战时状态#启动战时机制，严防疫情扩散】13日，河北省保定市应对疫情工作领导小组召开全市疫情防控调度会，指出：保定毗邻北京，货运往来、人员往来十分密切，必须高度警觉，立即行动，坚决杜绝任何侥幸心理，严防死守、精准施治、有效管控，严防疫情在保定扩散。迅速进入战时状态启动战时机制 严防疫情在保定扩散,7590,1176,1032,"['马上快散场了，河北开始点主食了，北京咣当又开一瓶，顺手就给河北倒满了，河北端着杯不知如何是好太难了', '河北挨着北京天津真他妈倒了大霉了', '石家庄扛住', '坚持外防输入、内防反弹，切实防止疫情扩散蔓延。警惕！', '严防北京。像武汉一样严防。']"
18,https://m.weibo.cn/status/J6JHLqiiZ?mblogid=J6JHLqiiZ&luicode=10000011&lfid=1076032803301701,Mon Jun 15 12:27:44 +0800 2020,【转发倡议：#戴好口罩北京加油#】截至6月14日13时，北京累计62例确诊均与新发地市场有关，但仍有人没提高警惕。戴好口罩、配合防疫、做好防护…转发这条微博，让更多人看到，我们一起战疫！,11506,1969,6349,"['炸酱面加油', '仍有人没提高警惕。戴好口罩、配合防疫、做好防护🙏🙏🙏🙏🙏', '能不能国家下令统一要求必须戴口罩！公司还有不少不戴口罩的，公司人事也不管！闹市区，万一出个问题这一片全废了！还都是坐地铁和公交来上班的', '热干面熬过去了，烤冷面也熬过去了，咱们炸酱面一定也可以，炸酱面也很勇敢，加油', '啊啊啊啊啊作为炸酱面里的一根面条，要为北京加油啊']"
19,https://m.weibo.cn/status/J6JpqEMnA?mblogid=J6JpqEMnA&luicode=10000011&lfid=1076032803301701,Mon Jun 15 11:42:34 +0800 2020,转扩！#北京最新疫情防控信息汇总#，戳图↓ ↓,6258,887,3773,"['开始对骑车去门诊的大爷吹哨人肃然起敬', '北京加油啊！！', '相信首都一定能很快恢复原状的……', '北京高校9月能开学吗', '可苦了高三学生了']"
20,https://m.weibo.cn/status/J6J2htrkl?mblogid=J6J2htrkl&luicode=10000011&lfid=1076032803301701,Mon Jun 15 10:45:32 +0800 2020,【#已检测出入新发地市场12973人均为阴性#】北京市卫健委新闻发言人高小俊：14天内出入新发地市场内的人员累计完成采样29386人，完成检测12973人，核酸检测结果均为阴性。#完成14天内出入新发地市场人员采样29386人# 人民日报的微博视频,5649,671,843,"['检测人员辛苦了，北京加油！🙏', '出入新发地的都是阴性，新发地周边的检测也都是阴性，那确诊的那些怎么来的呢？有点没懂。', '向一线工作人员致敬 辛苦了！', '有经验了，就会控制住的。加油，大北京！！！🙏🙏🙏', '现在高兴为时过早，毕竟还有14天潜伏期内是检测不到的，所以最后北京市的确诊病例不会低于1000人，在北京的要当心别相信这些表面数字，武汉前车之鉴证明了这一点。']"
21,https://m.weibo.cn/status/J6IYegJeg?mblogid=J6IYegJeg&luicode=10000011&lfid=1076032803301701,Mon Jun 15 10:35:33 +0800 2020,#河北新增3例为北京确诊病例密接#【#河北保定3名确诊病例行动轨迹#】今天，河北保定市应对新冠肺炎疫情工作领导小组办公室发布刘某某等3名确诊病例和1名无症状感染者行动轨迹：1病例一，刘某某，女，53岁。 6月5日左右曾在北京新发地批发市场的13号、18号、19号摊位进货（带鱼等）。6月11日20时从北京居住地乘出租车（车牌号不详，司机姓名不详）返回安新县端村镇西堤村，6月12日约9时自端村镇乘坐板的于10时到达安新昌盛医院，11时由专车接至庆洋酒店隔离点集中隔离观察。2病例二，王某，男，31岁，病例一的女婿。5月14日与妻子、女儿自驾前往北京，至6月8日一直在北京新发地市场水产14号摊位经商，6月8日下午16时同妻子和女儿一同自驾车返回安新县端村镇西堤村。6月9日上午9时20分到达河北大学附属医院，在红星路支行附近停车后，10时03分从大门进入医院，10时08分到达B超室，10时29分离开B超室前往采血中心，10时53分至11时40分期间在采血中心和大厅区域走动，11时43分从大门处离开医院。11时57分至13时45分在保定市四职中对面的李先生牛肉面饭店就餐。13时54分步行进入医院取检查结果，14时04分陪妻子到妇产科复诊，等候期间一直在门口和候诊区域徘徊，14时20分离开诊区，步行离开河北大学附属医院，自驾车返回安新。6月10日送女儿去端村镇中后街村第一幼儿园，下午3点接回。上午10点在端村镇后街村卫生室就诊。6月11日上午9时自驾到端村镇政府办理准生证。6月12日上午11时，自驾到庆洋酒店隔离点。3病例三，王某某，女，6岁，病例二的女儿。5月14日与父母自驾前往北京，6月8日下午16时同父母一同自驾车返回端村镇西堤村。6月10日到端村镇中后街第一幼儿园，6月11日上午出现发热症状，6月12日随母亲到庆洋酒店隔离点进行隔离。4无症状感染者，冯某，女，31岁，病例二的妻子。5月14日和老公、女儿自驾前往北京。一直同女儿在乐园小区，偶尔在小区附近超市购物，6月8日16时与丈夫、女儿自行驾车返回端村镇西堤村。6月9日上午9时20分进入河北大学附属医院，取票机取票后9时25分进入妇产科诊室，9时36分到达采血中心采血，之后在抽血点、B超室、药房几个科室间活动， 9时57分至10时29分在B超室及候诊区活动。11时43分从大门处离开医院。11时57分至13时45分在保定市四职中对面的李先生牛肉面饭店就餐。13时54分步行回到医院取检查结果，14时04分进入妇产科复诊，14时20分离开诊区，14时21分步行离开河北大学附属医院自驾车返回安新。6月11日上午在安新县医院产检。6月12日到庆洋酒店隔离点进行隔离。,9270,1291,1433,"['病例二的妻子怀孕了，希望孕妈妈没事，不然好遭罪。', '一家四口…', '孩子也确诊了，还去幼儿园上课了…', '河北省一直瞒报，一直不公开行踪，现在乱了才公开，我们现在安新各个村都已经封了，上学的同学都不让端村的去，现在才公开，我们这边已经乱了', '感慨一句，保定除了不沾北京的光，啥都沾了…']"
22,https://m.weibo.cn/status/J6ITzzrzV?mblogid=J6ITzzrzV&luicode=10000011&lfid=1076032803301701,Mon Jun 15 10:24:05 +0800 2020,【#北京全市核酸检测76499人阳性59人#】在北京今天上午召开的新冠肺炎疫情防控工作新闻发布会上，北京市卫生健康委员会新闻发言人高小俊介绍，6月14日，北京全市核酸检测机构供检测76499人，阳性59份。#北京核酸检测76499人#人民日报的微博视频,3829,475,559,"['北京的疫情有点莫名的蹊跷，大胆设想一下美国病毒确实反复无常，必须严控严防！', '并不害怕 觉得很感动 是很多人一起努力在防控', '砖家吴尊友就是一个事后诸葛亮，你既然作为一个专家，你肯定知道病毒能在低温环境下能长期存活，你为什么之前不向政府的相关部门提出建议：加大检疫部门对超市的监察力度，阻止病毒的传播途径，事后诸葛亮给我爬', '核酸检测场地堪忧，几百个人扎堆儿，没有人维持，关注一下吧。别测完了没病，倒是检测染上了。', '希望疫情早点结束🙏']"
23,https://m.weibo.cn/status/J6IHq7O9R?mblogid=J6IHq7O9R&luicode=10000011&lfid=1076032803301701,Mon Jun 15 09:54:08 +0800 2020,【正在直播！#北京疫情防控情况发布会#】6月14日，#北京新增本土病例36例#。6月15日，北京召开疫情防控第117场例行新闻发布会，有关单位将介绍情况，并回答记者提问。@人民日报 联合北京日报带你直击现场，转发关注！ 人民日报的微博视频 .,13568,2071,720,"['热干面熬过去了 豚骨拉面熬过去了 意大利面熬过去了 烤冷面也熬过去了 相信炸酱面也熬得过去', '请关注一下北京出行机票退票政策吧，原来的出行计划被打乱，为了防止不必要的可能存在的疫情扩散，我们也不想在这个特殊时期继续出行，可是航空公司的退票费太贵了，基本只退了机建费，请考虑一下民众的意愿吧！', '河北省6月20号要举行专接本考试，将近十万人人口流动，很多人在北京中转，途径廊坊保定，更有要从北京出发的，河北省教育厅到现在一点儿通知都没有，我有至亲是这其中一员，望重视。', '北京学生复课问题什么时候能解决@北京市教委', '拜托拜托一定要控制住 我真的特别想我的朋友 毕业了之后就要各奔东西了 让我见见她们吧']"
24,https://m.weibo.cn/status/J6IAx7myT?mblogid=J6IAx7myT&luicode=10000011&lfid=1076032803301701,Mon Jun 15 09:37:10 +0800 2020,【#张文宏称精准防控将成常态#】14日，@张文宏医生 谈及北京疫情称：好消息是所有病例都与新发地市场有关，没有看到无传播途径的病例，说明防控处于疾病扩散的早期。按照目前的处置力度与速度，这场疫情可控。坏消息是新发地市场的吞吐量惊人，后续是否会出现新的爆发点现在不可知。今天北京所做的精准防控，及时处置，不影响全局的防控策略，应该是今后全国各地防控的常态。#接近零病例会是中国防疫常态#,4951,1088,807,"['张医生太惨了，被推出来当代表，居然有人说“听他的话多了也腻” ？？？？？', '北京加油你可以的[拳頭]', '听张医生的话[求關注]', '少聚集，戴口罩，就不会重蹈覆辙', '张医生只是正常表述。被新闻搬运了而已，这都要被说烦？不知道网上键盘侠能为疫情防治做出什么贡献呢？']"
25,https://m.weibo.cn/status/J6IspxoJU?mblogid=J6IspxoJU&luicode=10000011&lfid=1076032803301701,Mon Jun 15 09:17:10 +0800 2020,【#四川新增1疑似病例丈夫系北京确诊#】6月14日0-24时，#四川新增境外输入4例#，其中3例于6月12日乘飞机从埃及开罗出发，6月13日抵达成都后即接受隔离医学观察和动态诊疗，6月14日确诊；另1例为6月7日的无症状感染者转确诊；新增疑似病例1例（6月9日从北京乘机抵蓉后乘私家车抵达雅安市石棉县，其丈夫系6月13日北京确诊病例），无新增死亡病例。（人民日报记者王明峰）,4300,792,695,"['这个女的也是在北京待过的，应该也是新发地感染的吧', '都去防进来的人了，没想到进口的物上携带病毒，其他进口的商品也要注意呀', '成都很多不戴口罩 真的很烦', '在四川瑟瑟发抖 都传这么远了', '评论怎么那么多阴阳怪气的，北京这次反应很迅速了。也没有推卸责任，在世界整个大环境下，有各种意想不到的传染方式啊。大家都注意保护好自己。别松懈。']"
26,https://m.weibo.cn/status/J6ImK00L9?mblogid=J6ImK00L9&luicode=10000011&lfid=1076032803301701,Mon Jun 15 09:03:11 +0800 2020,【#北京8个区已报告病例#】据北京卫健委消息，6月14日0时至24时，新增报告本地确诊病例36例、无症状感染者6例，无新增疑似病例。截至6月14日24时，累计报告本地确诊病例499例，累计出院411例，在院79例，累计死亡9例。尚在观察的无症状感染者7例。记者梳理发现，6月11日至14日，丰台区、大兴区、西城区、海淀区、房山区、朝阳区、东城区、石景山区8个区已经报告病例。（北京青年报）,4170,841,758,"['热干面挺过去了 烤冷面挺过去了 炸酱面加油加油呀😇😇😇😇😇', '严防严控！', '因为新发地…北京的菜篮子…除了好多商超个体经营户进货，还有好多老百姓去买菜，所以不要惊讶范围广，哪个小区可能都有经常去新发地的大爷大妈但是大家都很配合检测工作，就是基层工作人员和检测人员太辛苦了，这几天36、7度的高温，大家不要放松呀，加油', '别让北京成为西方舆论的话柄', '我在国外为祖国北京加油！']"
27,https://m.weibo.cn/status/J6IbzyCEP?mblogid=J6IbzyCEP&luicode=10000011&lfid=1076032803301701,Mon Jun 15 08:35:41 +0800 2020,【#北京新增本土病例36例#，#北京新增无症状感染者6例#】6月14日0时至24时，新增报告本地确诊病例36例、无症状感染者6例，无新增疑似病例。截至6月14日24时，累计报告本地确诊病例499例，累计出院411例，在院79例，累计死亡9例。尚在观察的无症状感染者7例。6月14日0时至24时，无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者。截至6月14日24时，累计报告境外输入确诊病例174例，累计出院173例，在院1例。,3678,942,841,"['36，还以为是前天的新闻，仔细一看原来是最新的', '北京加油加油，一定会好起来的。', '我说你们这新增都写的也太误导人了！这是连1月底以来的都算上了 在院的才79', '听说北京这次有点严重，希望别再扩大了❤', '北京挺住呀']"
28,https://m.weibo.cn/status/J6I8VmOsI?mblogid=J6I8VmOsI&luicode=10000011&lfid=1076032803301701,Mon Jun 15 08:29:09 +0800 2020,【北京西城两学区中学非毕业年级、小学四至六年级今起停课】北京市西城区月坛街道和金融街街道确定为中风险地区。从今日（6月15日）起，这两个学区内的中学非毕业年级、小学四至六年级开始停课。#北京西城两学区中学非毕业年级停课#（新京报）,3460,464,433,"['北京孩子实现了放完寒假放暑假的梦想', '唉 这届孩子心理阴影得多大🙊', '一定要严防！热干面再等炸酱面好起来', '城八区一刀切吧，别搞没用的细化了', '赶紧停了吧，生命最重要！']"
29,https://m.weibo.cn/status/J6I6osm8z?mblogid=J6I6osm8z&luicode=10000011&lfid=1076032803301701,Mon Jun 15 08:22:55 +0800 2020,【#河北新增3例为北京确诊病例密接#】2020年6月14日0—24时，河北省新增报告新型冠状病毒肺炎确诊病例3例（系北京市6月11日新增本地确诊病例的密切接触者），无新增死亡病例，无新增疑似病例。（人民日报记者史自强）,122004,15070,170512,"['河北太惨了，好事永远轮不到河北。', '河北骂骂咧咧的加入群聊', '北京有好事跟河北无关，除了坏事河北第一个被波及', '河北：我要退群！别老拉我进群！', '京津翼真的是一体的']"
